one,two,three,four,key
0.233857328,0.915661386,0.512047807,0.098696272,B
0.78558286,0.692483346,0.425467142,0.753295913,G
0.033496298,0.168029189,0.376850232,0.719737441,R
0.732762168,0.814060284,0.570789295,0.346031565,Q
0.31656049,0.661011646,0.061150274,0.039113018,D
0.33386759,0.575942934,0.343837219,0.511881579,H
0.992199238,0.918137081,0.989054746,0.499493678,J
0.295328714,0.297947997,0.990957641,0.733449387,F
0.872181339,0.114012901,0.991349097,0.901858738,L
0.534840522,0.441480248,0.907230492,0.275524782,B
0.17541799,0.684084464,0.05041407,0.394361897,G
0.461011893,0.309281619,0.330679162,0.588755827,R
0.07055591,0.049217283,0.292254033,0.888771124,Q
0.104558282,0.71786033,0.557746259,0.160915119,D
0.039799496,0.314002855,0.973667379,0.286496884,H
0.148226477,0.39892683,0.085987676,0.049188213,J
0.761948774,0.272136347,0.312658384,0.655028514,F
0.696075156,0.134951129,0.375081168,0.320412347,L
0.274364568,0.356536262,0.52804588,0.927444283,B
0.299476239,0.726141113,0.42041695,0.145266698,G
0.243246675,0.605240249,0.615227852,0.003823119,R
0.691809361,0.570224224,0.516925438,0.270101932,Q
0.539355047,0.185981749,0.428039766,0.250961845,D
0.672613551,0.509418297,0.122287178,0.917644417,H
0.616418927,0.499222507,0.714033273,0.250543611,J
0.461965507,0.099518672,0.045385976,0.455170867,F
0.17784839,0.39661659,0.357157169,0.214868672,L
0.184259676,0.038234954,0.637064492,0.601947476,B
0.192952827,0.471568442,0.425535732,0.275048094,G
0.075413698,0.499387757,0.222259928,0.226466367,R
0.633246316,0.187420577,0.755335515,0.475912978,Q
0.969740798,0.561690929,0.009668642,0.008750439,D
0.492077072,0.511182324,0.002506481,0.677069645,H
0.872772655,0.268942145,0.917941825,0.841501505,J
0.725833576,0.716818688,0.972587447,0.713263674,F
0.583473043,0.375614746,0.2157044,0.916515699,L
0.810718719,0.571694446,0.253845419,0.727347334,B
0.040676704,0.86772029,0.015076959,0.586308193,G
0.890625873,0.659814213,0.175070705,0.54321483,R
0.37968092,0.603486745,0.79318006,0.782943419,Q
0.9265427,0.260014073,0.842897085,0.787639254,D
0.561705419,0.637469267,0.251502179,0.316232429,H
0.410728706,0.063079838,0.96934065,0.066785427,J
0.193409782,0.148749967,0.747814353,0.2372762,F
0.36135108,0.98885119,0.796579336,0.222978678,L
0.818604164,0.974691643,0.117600073,0.015790116,B
0.456918572,0.876156065,0.978072756,0.778598307,G
0.416803171,0.401708638,0.004942076,0.990783369,R
0.684195401,0.18476329,0.736941811,0.742853125,Q
0.513270429,0.218565833,0.398634366,0.823624014,D
0.116744303,0.121293944,0.310567933,0.494878141,H
0.622868944,0.625587023,0.798602179,0.096644094,J
0.698534677,0.40255816,0.525004981,0.276792045,F
0.566115859,0.705394125,0.695358001,0.146351324,L
0.314707527,0.475016366,0.660959308,0.800538776,B
0.411643054,0.757475801,0.009936567,0.084069722,G
0.597363367,0.124195818,0.549546948,0.935518562,R
0.793524905,0.838626285,0.100864644,0.450399353,Q
0.20713681,0.68334389,0.195389804,0.618157667,D
0.526376395,0.464706674,0.18640342,0.323606489,H
0.979488008,0.650484353,0.579654377,0.666193181,J
0.485485551,0.6557349,0.589683727,0.07987471,F
0.434849705,0.405577557,0.936632641,0.285436022,L
0.567555089,0.531184388,0.312419339,0.17245653,B
0.500930042,0.406541865,0.515978919,0.400700294,G
0.894313728,0.097779952,0.657069269,0.750670362,R
0.28884274,0.078118236,0.768584799,0.458729918,Q
0.528292709,0.149746643,0.743399399,0.009937735,D
0.9115866,0.59625725,0.558529856,0.614396201,H
0.363014518,0.360716277,0.434188186,0.365713177,J
0.922664215,0.131348222,0.215747957,0.663520565,F
0.421971126,0.873486218,0.819467504,0.207878695,L
0.904337046,0.787009353,0.622960055,0.990618835,B
0.374218094,0.173386553,0.205066834,0.817639365,G
0.126590663,0.217185269,0.136527029,0.794859705,R
0.035573882,0.328542408,0.581979778,0.558107184,Q
0.11557233,0.881801555,0.432423831,0.152786349,D
0.747855667,0.401084231,0.018099019,0.060858501,H
0.585067735,0.658031566,0.395845327,0.077641065,J
0.872285914,0.797649053,0.41051897,0.908883591,F
0.858516797,0.865126185,0.256480085,0.263359557,L
0.866396307,0.512268274,0.678689913,0.614335718,B
0.699391915,0.129124598,0.342701737,0.385633737,G
0.106470362,0.095061479,0.510955153,0.389522085,R
0.681498218,0.053298194,0.257468205,0.930310537,Q
0.45337744,0.378529754,0.17695026,0.16190457,D
0.675832162,0.269568348,0.375061016,0.903971075,H
0.572836712,0.142207956,0.389265571,0.959407297,J
0.794370657,0.064940441,0.53649056,0.774914525,F
0.696425158,0.587042553,0.38261157,0.411888155,L
0.0024745,0.392787759,0.332529061,0.213975203,B
0.378866263,0.882971639,0.005780389,0.676516574,G
0.414975051,0.863687218,0.842026666,0.229834166,R
0.994777478,0.907540316,0.302296163,0.328158359,Q
0.978463031,0.520099703,0.860037155,0.505049813,D
0.132781776,0.563143892,0.892415069,0.124903789,H
0.468688614,0.249417371,0.880986391,0.339008497,J
0.3784814,0.040611203,0.150651412,0.692604318,F
0.711742544,0.021168108,0.433264251,0.520487917,L
0.404323222,0.067040582,0.596947008,0.394162209,B
0.577763655,0.625005328,0.880213766,0.509436075,G
0.643355371,0.40649545,0.587397535,0.984615181,R
0.802379773,0.796099083,0.03235869,0.18805717,Q
0.819858025,0.675744205,0.924666261,0.412260326,D
0.526894311,0.966120488,0.253166079,0.339248478,H
0.508696362,0.054508987,0.327275357,0.434849075,J
0.276858491,0.668753019,0.11931303,0.016370798,F
0.368032582,0.457178769,0.04892072,0.732536591,L
0.52428408,0.511543403,0.030685353,0.031150876,B
0.750088454,0.433392537,0.38213278,0.442099411,G
0.498785337,0.682683627,0.076334821,0.298660015,R
0.732737641,0.661691278,0.38932036,0.469756705,Q
0.267450804,0.618032373,0.83584787,0.909229671,D
0.110882482,0.585222853,0.321459699,0.883091207,H
0.712092829,0.615092801,0.381505809,0.314186935,J
0.239172779,0.593881357,0.864720696,0.77194742,F
0.333970956,0.735812791,0.644366413,0.376868522,L
0.045177233,0.790324991,0.900698611,0.13337435,B
0.554102138,0.113062938,0.064743993,0.871308249,G
0.935340419,0.457767406,0.559279698,0.122205053,R
0.127421876,0.583702512,0.806205603,0.786534422,Q
0.346502223,0.204794089,0.323620754,0.816306411,D
0.090867925,0.616199813,0.61229412,0.519116846,H
0.020225334,0.733235985,0.110264337,0.228340352,J
0.606516043,0.454981005,0.587221379,0.346599977,F
0.946310467,0.403926714,0.87796711,0.887176633,L
0.767966775,0.806101616,0.562575869,0.118126155,B
0.485261931,0.403702543,0.599279666,0.946360286,G
0.013905575,0.158197436,0.113541476,0.125839121,R
0.767620181,0.220650287,0.1778561,0.584251797,Q
0.754845424,0.215151163,0.564633885,0.714518443,D
0.0646692,0.536117438,0.666977188,0.24421509,H
0.217710924,0.579940984,0.712249032,0.900131382,J
0.304562142,0.973084564,0.974220827,0.826323933,F
0.102426789,0.596984356,0.208186367,0.443888785,L
0.777462632,0.220673656,0.161808343,0.619154668,B
0.53117192,0.488210227,0.689350571,0.505757806,G
0.971960047,0.28558265,0.381037312,0.663374928,R
0.709894674,0.63429815,0.087628833,0.433440807,Q
0.779468743,0.176019456,0.613732187,0.137944926,D
0.20099244,0.631749492,0.195086127,0.187686923,H
0.828537143,0.727294908,0.186735338,0.454562303,J
0.16709805,0.132255798,0.789177007,0.163786236,F
0.353467986,0.047201588,0.037191537,0.679560642,L
0.536688862,0.710661344,0.760157878,0.41451585,B
0.449427983,0.937285479,0.58252265,0.331365936,G
0.525817831,0.52727475,0.388864687,0.659922716,R
0.241179161,0.014318838,0.759317996,0.106104358,Q
0.638237741,0.131514362,0.507290069,0.947441128,D
0.134302798,0.554454589,0.801113513,0.181278921,H
0.699027971,0.754557793,0.800185443,0.907829272,J
0.867442066,0.936552015,0.818249022,0.89837045,F
0.460426695,0.444607612,0.213416182,0.103585437,L
0.160612603,0.186221383,0.346924612,0.577583931,B
0.108731766,0.768578512,0.243960413,0.407940962,G
0.473584238,0.25101122,0.649814285,0.59221328,R
0.315250899,0.464171068,0.407282627,0.267361737,Q
0.930179275,0.198989011,0.518363927,0.74596606,D
0.129642046,0.817661676,0.903554704,0.890670469,H
0.976653109,0.323030282,0.71481281,0.152049803,J
0.086604227,0.244663507,0.637930034,0.068111025,F
0.561586394,0.361806659,0.849824984,0.354871463,L
0.266013553,0.37601556,0.810094527,0.126516575,B
0.231540042,0.6907596,0.237629885,0.515818462,G
0.679898286,0.275909276,0.07962797,0.207757657,R
0.643194503,0.159733879,0.568671966,0.917295245,Q
0.328343294,0.937543913,0.163893753,0.011124594,D
0.064737731,0.828207913,0.723997315,0.952270518,H
0.515278887,0.716318624,0.712100699,0.156360091,J
0.586926407,0.38158453,0.783956631,0.790668117,F
0.091934682,0.6015175,0.276207025,0.301866085,L
0.708486833,0.592054643,0.444451451,0.856841856,B
0.597212626,0.333075882,0.756019855,0.392183808,G
0.258117179,0.734596711,0.632459515,0.655802485,R
0.522759157,0.112428203,0.484298991,0.68458861,Q
0.380477501,0.379057021,0.636708916,0.023888924,D
0.019942414,0.891433649,0.491199661,0.43556601,H
0.888139968,0.306015504,0.784602118,0.48172763,J
0.959931799,0.654180169,0.534468611,0.975591195,F
0.911610057,0.801994832,0.801032993,0.276550345,L
0.98982857,0.711298781,0.511321706,0.966047493,B
0.328264614,0.765751598,0.233836855,0.181263688,G
0.602207782,0.180803866,0.393012014,0.14630492,R
0.247404516,0.106078062,0.745898082,0.615715965,Q
0.338388764,0.82529801,0.906613848,0.745760188,D
0.883670728,0.476292004,0.126903469,0.25092201,H
0.485484962,0.251243212,0.421037734,0.136022567,J
0.478760822,0.288134301,0.186279981,0.946198479,F
0.042013626,0.38985757,0.729754585,0.307148543,L
0.916393831,0.656527988,0.378946213,0.058198575,B
0.711640756,0.997538121,0.869001577,0.974165474,G
0.809748319,0.958123551,0.805668378,0.400715173,R
0.987508114,0.778089769,0.376966507,0.339935536,Q
0.411755744,0.290381627,0.06236469,0.499008996,D
0.726514736,0.093326393,0.880204989,0.883174734,H
0.005166651,0.726702196,0.554785457,0.554499226,J
0.029470607,0.36515878,0.263000577,0.846386952,F
0.610939138,0.364835455,0.829776817,0.796189803,L
0.644842857,0.950431543,0.615926612,0.502909483,B
0.129288111,0.53062526,0.301403029,0.029034914,G
0.364908664,0.694340788,0.841967105,0.07661107,R
0.905317324,0.889833812,0.383129422,0.495881123,Q
0.349483872,0.329652067,0.816192513,0.72549699,D
0.462423627,0.690118414,0.173618311,0.646098478,H
0.992169499,0.616199399,0.66395187,0.622436144,J
0.550871568,0.872281391,0.089653773,0.178072225,F
0.903181234,0.189595291,0.429548507,0.563929216,L
0.646617566,0.572309842,0.208576554,0.307562111,B
0.25621702,0.594491704,0.381526911,0.185385402,G
0.872102955,0.480253753,0.405640257,0.560826368,R
0.786381753,0.211677454,0.610855491,0.58525956,Q
0.132379312,0.992728829,0.988257107,0.728707049,D
0.655827457,0.396713594,0.119206766,0.112574585,H
0.52040215,0.961295649,0.05518721,0.993604027,J
0.480958817,0.49193486,0.124268088,0.740218136,F
0.030773546,0.587367084,0.528672892,0.254063857,L
0.572402315,0.093852357,0.542593021,0.694159204,B
0.333597388,0.483939442,0.03598735,0.097178351,G
0.07671582,0.776844405,0.964253068,0.76683795,R
0.777750284,0.513277825,0.241283279,0.855508236,Q
0.779914726,0.692718277,0.787773495,0.981629758,D
0.319910915,0.389049373,0.21907073,0.457639358,H
0.790361349,0.720249566,0.843260065,0.792437515,J
0.905334026,0.569921217,0.688629239,0.386176713,F
0.725731733,0.838924221,0.721904849,0.916907114,L
0.17525759,0.6734551,0.360812866,0.366637802,B
0.23485129,0.646988284,0.921564556,0.628611956,G
0.560174987,0.385552508,0.41313834,0.138843815,R
0.181745314,0.846091857,0.154412436,0.255137494,Q
0.110607052,0.830354508,0.447234039,0.282257861,D
0.393251346,0.440166216,0.800351232,0.945487702,H
0.41020234,0.354809405,0.839717992,0.378049253,J
0.32724849,0.623738948,0.040358815,0.971094411,F
0.881162754,0.004748325,0.681337613,0.750767274,L
0.715108427,0.025461215,0.467222437,0.256776389,B
0.448357818,0.048726795,0.157815191,0.158707082,G
0.411512012,0.473343414,0.378048681,0.788901314,R
0.514929048,0.468013641,0.602468567,0.12853303,Q
0.489410188,0.238289869,0.747736834,0.440422471,D
0.23121723,0.2618143,0.223015478,0.93121631,H
0.158696086,0.061563865,0.466429131,0.913562266,J
0.659701146,0.394663054,0.193634305,0.004095961,F
0.347159711,0.543033926,0.941144686,0.283562676,L
0.561347427,0.728422616,0.73808176,0.296529074,B
0.584215315,0.977748897,0.746467545,0.7175415,G
0.071368313,0.617073666,0.439284572,0.49678615,R
0.850695145,0.101562061,0.000696084,0.359979022,Q
0.872008256,0.184547491,0.539788893,0.769646216,D
0.218415835,0.043578605,0.200226468,0.850264466,H
0.443552872,0.185790799,0.479763586,0.523952711,J
0.285105821,0.97116823,0.028677698,0.262595144,F
0.144137293,0.108064125,0.128263565,0.218581709,L
0.552405152,0.162935084,0.99057817,0.175695857,B
0.610658641,0.14279293,0.531489784,0.009226851,G
0.440854305,0.761638737,0.185566375,0.437766446,R
0.946164666,0.387854291,0.40617827,0.882573944,Q
0.788488961,0.318972797,0.021183069,0.142234281,D
0.108766266,0.398556448,0.668920649,0.184656779,H
0.204658255,0.769963746,0.039234756,0.169860704,J
0.98636117,0.31390024,0.212429936,0.652813403,F
0.740685901,0.954314231,0.008962867,0.230596599,L
0.825641165,0.714319117,0.620812778,0.038839711,B
0.505750042,0.27202036,0.199670937,0.334010541,G
0.806590022,0.176316459,0.86586509,0.05312269,R
0.050634309,0.015867851,0.529336971,0.554910991,Q
0.420460336,0.084928016,0.158742283,0.172915288,D
0.82384445,0.966633197,0.860328821,0.662299038,H
0.595126576,0.414796595,0.889200549,0.289230399,J
0.003577283,0.385269929,0.314540694,0.000172026,F
0.633775047,0.741966141,0.055995414,0.521677302,L
0.93992748,0.366667918,0.133880645,0.751391698,B
0.611068226,0.45229578,0.270083673,0.852159774,G
0.549785612,0.287167214,0.09642082,0.715543335,R
0.691996279,0.771570143,0.760570344,0.824354889,Q
0.377668035,0.932682192,0.794410326,0.150431902,D
0.205572552,0.780841691,0.879174695,0.259468135,H
0.834022891,0.463286915,0.012310052,0.08024985,J
0.829923713,0.436591087,0.322657658,0.919407817,F
0.311428189,0.43366684,0.319455293,0.292119988,L
0.100047651,0.138971723,0.855524113,0.632714459,B
0.558352321,0.827149082,0.42083244,0.521483195,G
0.545118603,0.605465006,0.951472713,0.547896002,R
0.070811531,0.584643578,0.082657055,0.515503086,Q
0.905063828,0.169253339,0.006279323,0.770737889,D
0.105603976,0.730214351,0.271786376,0.27578042,H
0.997142458,0.260512953,0.422556398,0.188387507,J
0.869784938,0.546987633,0.581303897,0.098808414,F
0.284615814,0.4744345,0.359217394,0.837058085,L
0.092627099,0.30845626,0.583833975,0.461255013,B
0.953818333,0.908989019,0.000350681,0.057555978,G
0.365359885,0.856288663,0.21525471,0.492216107,R
0.235070438,0.0110142,0.807326952,0.411445195,Q
0.358465675,0.319184343,0.355024131,0.543369369,D
0.070665792,0.478628532,0.223356093,0.383929666,H
0.950722206,0.305389788,0.079734312,0.156059141,J
0.315494433,0.210173129,0.438674175,0.297711149,F
0.476073715,0.611779886,0.236802559,0.111668858,L
0.613543395,0.606070387,0.681524189,0.451005435,B
0.543736251,0.812549697,0.234348284,0.83973896,G
0.230286023,0.433376312,0.406494123,0.955386233,R
0.603923562,0.707923751,0.930785298,0.466288889,Q
0.216469163,0.082785561,0.598587523,0.584839346,D
0.257020831,0.666200014,0.775122251,0.329822331,H
0.046193835,0.451151655,0.284505393,0.068668573,J
0.948338049,0.825569227,0.949047607,0.020166,F
0.676306925,0.888052554,0.315065106,0.303015187,L
0.393520402,0.899279818,0.894095273,0.591180483,B
0.335067743,0.942529834,0.254345991,0.074719027,G
0.459445601,0.105144482,0.978002785,0.978812513,R
0.797632031,0.192209987,0.300385392,0.866843488,Q
0.466005452,0.611808761,0.033669667,0.413176608,D
0.374948318,0.437434478,0.381432773,0.179176659,H
0.467749957,0.113639551,0.105427912,0.580883405,J
0.557071953,0.229866179,0.16286145,0.796535247,F
0.234735872,0.903740943,0.748865952,0.356045845,L
0.464774026,0.710926046,0.78320876,0.634998435,B
0.090935385,0.185920359,0.501070778,0.901350952,G
0.526794336,0.891273891,0.772557451,0.758200824,R
0.312142563,0.813645023,0.935784354,0.105708305,Q
0.339556193,0.80206573,0.995480688,0.127502541,D
0.031050651,0.774454425,0.551120738,0.891858345,H
0.065454782,0.89623306,0.483853982,0.584952983,J
0.995816853,0.778880233,0.824806537,0.273531112,F
0.516952419,0.641843953,0.332668486,0.956411325,L
0.04090547,0.239755865,0.69427972,0.618992918,B
0.07635253,0.911306103,0.900130394,0.365682666,G
0.552644657,0.638256611,0.654031091,0.452484339,R
0.776315188,0.426187725,0.32468508,0.91136131,Q
0.215012741,0.274425643,0.618995019,0.866562117,D
0.07550928,0.523630998,0.045474725,0.461515038,H
0.457771207,0.632043496,0.256066895,0.098248699,J
0.545363577,0.737819534,0.370542212,0.837640628,F
0.124530458,0.075163379,0.247606093,0.71192473,L
0.683960505,0.688118324,0.948853892,0.296456449,B
0.634515496,0.548528312,0.341069197,0.274780474,G
0.625885816,0.144708579,0.493217679,0.329534424,R
0.158198099,0.857447851,0.539448419,0.668032191,Q
0.55238426,0.376306726,0.121765682,0.553866839,D
0.171705983,0.467522301,0.89607393,0.940510766,H
0.495369835,0.883377583,0.306617079,0.835240449,J
0.653109113,0.129206254,0.811805181,0.859758074,F
0.291270995,0.794611542,0.790174319,0.04023147,L
0.262670957,0.653509116,0.704955308,0.935566591,B
0.393218262,0.349858851,0.025030595,0.273200942,G
0.502694911,0.391769679,0.70465108,0.039976334,R
0.456701155,0.52956573,0.730666735,0.137606669,Q
0.677404875,0.559624528,0.061678645,0.561320287,D
0.230397153,0.621735711,0.589375778,0.151022286,H
0.478337509,0.381213302,0.272617754,0.090263433,J
0.890793062,0.278005313,0.165222449,0.513556292,F
0.92932964,0.227247113,0.137063965,0.545335411,L
0.42226997,0.938815152,0.082482405,0.981980719,B
0.604307001,0.567734889,0.023342075,0.392405037,G
0.667754337,0.680582707,0.98424117,0.32713536,R
0.825961576,0.146198529,0.102869186,0.946902062,Q
0.295541199,0.71297705,0.009945672,0.680628209,D
0.018862601,0.042988968,0.562679368,0.271338757,H
0.016541137,0.371282494,0.764484979,0.17039228,J
0.793123278,0.573165145,0.718284868,0.2519611,F
0.013869925,0.237881054,0.184608016,0.018661574,L
0.195068094,0.079136419,0.288123907,0.469781835,B
0.760449255,0.143956217,0.476596705,0.471292114,G
0.777827757,0.927267635,0.903926663,0.694069404,R
0.073247843,0.082873615,0.966666687,0.734129407,Q
0.787560724,0.942945497,0.18096482,0.330431561,D
0.647606991,0.982869687,0.001136306,0.344101912,H
0.697157286,0.865022953,0.452825447,0.046528847,J
0.739069485,0.463701932,0.932772609,0.693542512,F
0.80015708,0.779335945,0.865281158,0.261324183,L
0.257851641,0.248136305,0.375708054,0.902842656,B
0.626190867,0.866779475,0.762605031,0.992095973,G
0.611980569,0.465486452,0.227528839,0.774570566,R
0.187403384,0.440891223,0.191625137,0.297081798,Q
0.620346753,0.325477654,0.943657698,0.376699239,D
0.657460008,0.105115954,0.847475976,0.953186022,H
0.399434436,0.987098482,0.153565592,0.824764371,J
0.228989318,0.120425129,0.437790195,0.413017365,F
0.527144113,0.13985259,0.441376557,0.050449249,L
0.2918717,0.908775103,0.338029673,0.598718618,B
0.351735038,0.373242278,0.063763608,0.176947793,G
0.21685472,0.624366058,0.677901182,0.849053083,R
0.259362918,0.481562751,0.44753469,0.179968658,Q
0.647585544,0.735254042,0.721758397,0.722853918,D
0.438776347,0.078337868,0.363077773,0.900601393,H
0.835789613,0.04521478,0.737531396,0.991699659,J
0.46357286,0.186268673,0.975172917,0.141069859,F
0.365749876,0.270251145,0.880330963,0.185423304,L
0.689413261,0.268123555,0.142664309,0.763184029,B
0.83870461,0.225751988,0.066695844,0.538167004,G
0.03207907,0.356917125,0.193522499,0.676347204,R
0.744251054,0.621674406,0.74306974,0.543823585,Q
0.302395642,0.234483815,0.971363534,0.563865178,D
0.220027903,0.776834992,0.118227449,0.686597964,H
0.023223913,0.699330731,0.325615468,0.523485138,J
0.459096163,0.79868198,0.175665575,0.719566246,F
0.655080172,0.495784491,0.798583774,0.080620701,L
0.375834695,0.619102305,0.348238332,0.501854323,B
0.388491096,0.802272049,0.768524244,0.971073306,G
0.07924656,0.505866637,0.5968084,0.006098603,R
0.513529101,0.091291597,0.108348359,0.778085287,Q
0.457901117,0.173721193,0.431299657,0.288941636,D
0.759907992,0.061702589,0.686704396,0.500238114,H
0.812131527,0.919156068,0.573701015,0.768123122,J
0.282934499,0.206544016,0.983578479,0.282479454,F
0.639127395,0.555788253,0.685074523,0.033053695,L
0.520222843,0.724673327,0.200820115,0.641560472,B
0.905547698,0.891663838,0.123277286,0.967775987,G
0.360390155,0.658500175,0.652193183,0.284403648,R
0.654473519,0.00598767,0.907005497,0.990564269,Q
0.892459806,0.316148323,0.076171941,0.57467505,D
0.332351625,0.026375306,0.500455745,0.985019111,H
0.019746217,0.364681609,0.438589591,0.93510878,J
0.018294774,0.831957002,0.250050619,0.734530821,F
0.30872556,0.347797715,0.885531421,0.755492274,L
0.323532762,0.754497286,0.831906094,0.084558923,B
0.5784907,0.406338233,0.22339876,0.757429406,G
0.230653259,0.192330106,0.654391134,0.718392574,R
0.38952049,0.421660209,0.032720393,0.674485237,Q
0.781387063,0.72720339,0.507547847,0.627872572,D
0.675766412,0.423672784,0.539412437,0.880078644,H
0.079840325,0.432430885,0.947428422,0.16316114,J
0.853297591,0.32709915,0.243942905,0.871054703,F
0.467470503,0.16519892,0.15285308,0.496263931,L
0.499530671,0.439014645,0.89757894,0.388784374,B
0.325027785,0.713894347,0.031348305,0.038350298,G
0.688235252,0.485618454,0.369556506,0.58712033,R
0.42824818,0.583265232,0.836400966,0.574848208,Q
0.221216156,0.327796835,0.402257775,0.268919788,D
0.338048329,0.580720156,0.616970862,0.174171992,H
0.901429135,0.758613889,0.365191786,0.639397312,J
0.423112792,0.416667804,0.341866193,0.098454091,F
0.019021247,0.539964338,0.646660187,0.009168304,L
0.023250511,0.125490354,0.127568742,0.519289094,B
0.468993998,0.19761501,0.210126567,0.566234603,G
0.166673149,0.24047268,0.258029557,0.338645188,R
